QtrEMPLID,Paycode_Entry
RIDL_FY2023_Q1,"9 - 64281, AL - 64524, LOADING - 64524, NORMAL - 64281, PH - 65122, SL - 64709"
RIDL_FY2023_Q2,"9 - 65668, AL - 66882, LOADING - 66882, NORMAL - 65668, PH - 65754, SL - 66080"
RIDL_FY2023_Q3,"9 - 67003, AL - 67003, LOADING - 67003, NORMAL - 67076, PH - 67003, SL - 67076"
RIDL_FY2023_Q4,"9 - 68237, AL - 69513, LOADING - 69513, NORMAL - 68237, PH - 68336, SL - 68789"
RIDL_FY2024_Q1,"9 - 70165, AL - 70445, LOADING - 70445, NORMAL - 70165, PH - 71561, SL - 71271"
RIDL_FY2024_Q2,"9 - 72297, AL - 73867, LOADING - 73867, NORMAL - 72297, PH - 72297, SL - 72654"
RIDL_FY2024_Q3,"9 - 74172, AL - 74172, LOADING - 74172, NORMAL - 74299, PH - 74172, SL - 74658"
RIDL_FY2024_Q4,"9 - 76113, AL - 76606, BEREAVE - 77706, LOADING - 76606, NORMAL - 76113, PH - 76113, SL - 76113"
RILB_FY2023_Q2,"9 - 65669, CASBNS - 66915, NORMAL - 65669"
RILB_FY2023_Q4,"9 - 68189, NORMAL - 68189, PH - 68337, SL - 69065"
RILB_FY2024_Q1,"9 - 70166, NORMAL - 70166, PH - 71562, SL - 70802"
RILB_FY2024_Q2,"9 - 72298, AL - 74000, LOADING - 74000, NORMAL - 72298, PH - 72298, SL - 72841"
RILB_FY2024_Q3,"9 - 74173, AL - 74173, LOADING - 74173, NORMAL - 74300, PH - 74173, SL - 75360"
RILB_FY2024_Q4,"9 - 76114, NORMAL - 76114, PH - 76114, SL - 76833"
ROXA_FY2024_Q2,"9 - 73779, AL - 74064, NORMAL - 73779, PH - 74062"
ROXA_FY2024_Q3,"9 - 74233, AL - 74233, LOADING - 74304, NORMAL - 74304, PH - 74233, SL - 75221"
ROXA_FY2024_Q4,"9 - 76115, AL - 76739, LOADING - 76739, NORMAL - 76115, PH - 76115, SL - 76834"
RUTB_FY2022_Q2,"9 - 60712, MEAL4 - 61304, NORMAL - 60712"
RUTB_FY2023_Q2,"9 - 65671, CASBNS - 65786, HRSBNS - 66505, NORMAL - 65671"
RUTB_FY2023_Q3,"9 - 67006, CASBNS - 67006, NORMAL - 67006"
RUTB_FY2023_Q4,"9 - 68192, CASBNS - 68339, MEAL4 - 70018, NORMAL - 68192"
RUTB_FY2024_Q1,"9 - 70169, NORMAL - 70169"
RUTB_FY2024_Q2,"9 - 72300, CASBNS - 72300, NORMAL - 72300"
RUTB_FY2024_Q4,"9 - 76116, CASBNS - 76116, NORMAL - 76116"
RUTY_FY2022_Q3,"9 - 61664, NORMAL - 61664"
RUTY_FY2023_Q1,"9 - 64284, CASBNS - 65590, NORMAL - 64284"
RUTY_FY2023_Q2,"9 - 65672, CASBNS - 65787, NORMAL - 65672"
RUTY_FY2023_Q3,"9 - 67007, CASBNS - 67007, NORMAL - 67080"
RUTY_FY2023_Q4,"9 - 68193, MEAL4 - 69229, NORMAL - 68193, PH - 68341"
RUTY_FY2024_Q1,"9 - 70170, NORMAL - 70170, PH - 71566"
RUTY_FY2024_Q2,"9 - 72301, AL - 72844, LOADING - 72844, NORMAL - 72301, PH - 72301"
RUTY_FY2024_Q3,"9 - 74176, AL - 74176, LOADING - 74176, NORMAL - 74303, PH - 74176, SL - 75364"
RUTY_FY2024_Q4,"9 - 76118, NORMAL - 76118, PH - 76118, SL - 76611"
RYAK_FY2024_Q4,"9 - 77263, NORMAL - 77263, SL - 77427"
SALA_FY2024_Q4,"9 - 76149, NORMAL - 76149, PH - 76452, SL - 77428"
SATS_FY2023_Q4,"9 - 68194, CASBNS - 68450, NORMAL - 68194, PH - 68660"
SATS_FY2024_Q1,"9 - 70171, NORMAL - 70171, PH - 71567, SL - 70320"
SATS_FY2024_Q2,"9 - 72302, AL - 74004, LOADING - 74004, NORMAL - 72302, PH - 72302"
SATS_FY2024_Q3,"9 - 74177, AL - 74177, LOADING - 74177, NORMAL - 74305, PH - 74177, SL - 74509"
SATS_FY2024_Q4,"9 - 76119, NORMAL - 76119, PH - 76119, SL - 76612"
SAVJ_FY2023_Q1,"9 - 64286, CASBNS - 65591, NORMAL - 64286"
SAVJ_FY2023_Q2,"9 - 65673, CASBNS - 65788, NORMAL - 65673"
SAVJ_FY2024_Q3,"9 - 74178, CASBNS - 74178, NORMAL - 74306"
SAVJ_FY2024_Q4,"9 - 76037, CASBNS - 76037, NORMAL - 76037"
SCHM_FY2024_Q2,"9 - 72304, CASBNS - 72304, NORMAL - 72304"
SCHM_FY2024_Q4,"9 - 76354, CASBNS - 76525, NORMAL - 76354"
SCOC_FY2022_Q1,"9 - 59504, AL - 59572, LOADING - 59572, NORMAL - 59504, PH - 60108, SL - 59745"
SCOC_FY2022_Q3,"9 - 61617, AL - 61617, HRSBNS - 61617, LOADING - 61617, NORMAL - 61617, PH - 61617, SL - 61902"
SCOC_FY2022_Q4,"9 - 62945, NORMAL - 62945, PH - 63129, SL - 63597"
SCOC_FY2023_Q1,"9 - 64318, AL - 64383, LOADING - 64383, NORMAL - 64318, PH - 65103"
SCOC_FY2023_Q2,"9 - 65615, AL - 65615, HRSBNS - 66860, LOADING - 65615, NORMAL - 65615, PH - 65733"
SCOC_FY2023_Q3,"9 - 66954, AL - 66954, LOADING - 66954, NORMAL - 67213, PH - 66954, SL - 67622"
SCOC_FY2023_Q4,"9 - 68257, AL - 68822, LOADING - 68822, NORMAL - 68257, PH - 68344, SL - 68822"
SCOC_FY2024_Q1,"9 - 70254, AL - 71570, LOADING - 71570, NORMAL - 70254, PH - 71570"
SCOC_FY2024_Q2,"9 - 72305, AL - 73062, HRSBNS - 74052, LOADING - 73062, NORMAL - 72305, PH - 72305"
SCOC_FY2024_Q3,"9 - 74224, AL - 74224, LOADING - 74224, NORMAL - 74367, PH - 74224"
SCOC_FY2024_Q4,"9 - 76122, AL - 76222, LOADING - 76222, NORMAL - 76122, PH - 76122, SL - 76747"
SHED_FY2024_Q3,"9 - 74180, CASBNS - 74180, NORMAL - 74308"
SHED_FY2024_Q4,"9 - 76123, CASBNS - 76123, NORMAL - 76123"
SHEJ_FY2024_Q4,"9 - 76124, AL - 76224, LOADING - 76224, NORMAL - 76124, PH - 76124, SL - 77433"
SICS_FY2022_Q4,"9 - 62947, CASBNS - 63187, NORMAL - 62947"
SICS_FY2023_Q2,"9 - 65734, AL - 66861, LOADING - 66861, NORMAL - 65864, PH - 65734"
SICS_FY2023_Q3,"9 - 66955, AL - 66955, LOADING - 66955, NORMAL - 67082, PH - 66955, SL - 67687"
SICS_FY2023_Q4,"9 - 68197, AL - 69415, LOADING - 69415, NORMAL - 68197, PH - 68346, SL - 68454"
SICS_FY2024_Q1,"9 - 70175, AL - 71148, LOADING - 71148, NORMAL - 70175, PH - 71571, SL - 70323"
SICS_FY2024_Q2,"9 - 72306, AL - 74009, LOADING - 74009, NORMAL - 72306, PH - 72306, SL - 73131"
SICS_FY2024_Q3,"9 - 74225, AL - 74225, CASBNS - 74672, LOADING - 74225, NORMAL - 74310, PH - 74225, SL - 74672"
SICS_FY2024_Q4,"9 - 76036, AL - 77011, CASBNS - 76528, LOADING - 77011, NORMAL - 76036, PH - 76036, SL - 76225"
STEM_FY2024_Q4,"9 - 76127, AL - 76529, CASBNS - 76751, LOADING - 76529, NORMAL - 76127, PH - 76529"
STES_FY2022_Q1,"9 - 59527, NORMAL - 59527, PH - 60066"
STES_FY2022_Q2,"9 - 60564, AL - 60646, LOADING - 60646, NORMAL - 60564, PH - 60581"
STES_FY2022_Q3,"9 - 61618, AL - 61618, HRSBNS - 61618, LOADING - 61618, NORMAL - 61618, PH - 61618"
STES_FY2022_Q4,"9 - 62979, AL - 63495, LOADING - 63495, NORMAL - 62979, PH - 63130"
STES_FY2023_Q1,"9 - 64319, NORMAL - 64319, PH - 65104"
STES_FY2023_Q2,"9 - 65704, AL - 66862, HRSBNS - 66862, LOADING - 66862, NORMAL - 65704, PH - 65735, SL - 65806"
STES_FY2023_Q3,"9 - 66956, AL - 66956, LOADING - 66956, NORMAL - 67117, PH - 66956"
STES_FY2023_Q4,"9 - 68259, NORMAL - 68259, PH - 68348"
STES_FY2024_Q1,"9 - 70256, NORMAL - 70256, PH - 71574"
STES_FY2024_Q2,"9 - 72309, AL - 74054, HRSBNS - 74054, LOADING - 74054, NORMAL - 72309, PH - 72309"
STES_FY2024_Q3,"9 - 74227, AL - 74227, LOADING - 74227, NORMAL - 74311, PH - 74227"
STES_FY2024_Q4,"9 - 76128, NORMAL - 76128, PH - 76128"
SUAK_FY2023_Q1,"9 - 64289, CASBNS - 65593, MEAL4 - 64483, NORMAL - 64289"
SUAK_FY2023_Q2,"9 - 65676, CASBNS - 65962, MEAL - 66738, MEAL4 - 65676, NORMAL - 65676"
SUAK_FY2023_Q3,"9 - 67010, CASBNS - 67010, MEAL4 - 67083, NORMAL - 67010"
SUAK_FY2023_Q4,"9 - 68198, CASBNS - 68349, MEAL4 - 68198, NORMAL - 68198"
SUAK_FY2024_Q1,"9 - 70177, MEAL4 - 70812, NORMAL - 70177"
SUAK_FY2024_Q2,"9 - 72310, CASBNS - 72310, MEAL4 - 72310, NORMAL - 72310"
SUAK_FY2024_Q3,"9 - 74182, CASBNS - 74182, MEAL4 - 74313, NORMAL - 74313"
SUAK_FY2024_Q4,"9 - 76129, CASBNS - 76129, MEAL4 - 76129, NORMAL - 76129"
SUTJ_FY2022_Q4,"9 - 64085, NORMAL - 64085"
SUTJ_FY2023_Q1,"9 - 64290, CASBNS - 65594, NORMAL - 64290"
SUTJ_FY2023_Q2,"9 - 65677, AL - 66884, LOADING - 66884, NORMAL - 65677, PH - 65756"
SUTJ_FY2023_Q3,"9 - 67011, AL - 67011, LOADING - 67011, NORMAL - 67084, PH - 67011"
SUTJ_FY2023_Q4,"9 - 68199, MEAL4 - 68895, NORMAL - 68199, PH - 68350"
SUTJ_FY2024_Q1,"9 - 70178, MEAL4 - 70178, NORMAL - 70178, PH - 71577"
SUTJ_FY2024_Q2,"9 - 72311, AL - 73363, LOADING - 73363, NORMAL - 72311, PH - 72311"
SUTJ_FY2024_Q3,"9 - 74183, AL - 74183, LOADING - 74183, NORMAL - 74314, PH - 74183"
SUTJ_FY2024_Q4,"9 - 76130, AL - 76130, LOADING - 76130, NORMAL - 76130, PH - 76130"
SZIR_FY2022_Q2,"9 - 60699, NORMAL - 60642"
SZIR_FY2022_Q3,"9 - 61671, CASBNS - 62055, NORMAL - 61671"
SZIR_FY2022_Q4,"9 - 62950, AL - 63922, LOADING - 63922, NORMAL - 62950, PH - 63150"
SZIR_FY2023_Q1,"9 - 64291, AL - 65512, LOADING - 65512, NORMAL - 64291, PH - 65123, SL - 64593"
SZIR_FY2023_Q2,"9 - 65616, AL - 65616, LOADING - 65616, NORMAL - 65616, PH - 65757, SL - 65964"
SZIR_FY2023_Q3,"9 - 67012, AL - 67012, LOADING - 67012, NORMAL - 67085, PH - 67012, SL - 67690"
SZIR_FY2023_Q4,"9 - 68200, AL - 68460, LOADING - 68460, NORMAL - 68200, PH - 68351, SL - 68663"
SZIR_FY2024_Q1,"9 - 70179, AL - 71665, LOADING - 71665, NORMAL - 70179, PH - 71578, SL - 70179"
SZIR_FY2024_Q2,"9 - 72312, AL - 74013, LOADING - 74013, NORMAL - 72312, PH - 72312"
SZIR_FY2024_Q3,"9 - 74184, AL - 74184, LOADING - 74184, NORMAL - 74315, PH - 74184, SL - 76018"
SZIR_FY2024_Q4,"9 - 76131, AL - 76131, LOADING - 76131, NORMAL - 76230, PH - 76131, SL - 77438"
TAPR_FY2024_Q4,"9 - 76231, NORMAL - 76231"
TAYC(2)_FY2024_Q1,"9 - 70364, NORMAL - 70364"
TAYC(2)_FY2024_Q4,"9 - 76133, NORMAL - 76133"
TOTK_FY2022_Q1,"9 - 59653, NORMAL - 59653"
TOTK_FY2022_Q3,"9 - 61674, CASBNS - 61674, NORMAL - 61674"
TOTK_FY2023_Q1,"9 - 64293, CASBNS - 65596, NORMAL - 64293"
TOTK_FY2023_Q2,"9 - 65679, CASBNS - 65792, NORMAL - 65679"
TOTK_FY2023_Q4,"9 - 68202, CASBNS - 68353, NORMAL - 68202"
TOTK_FY2024_Q3,"9 - 74187, CASBNS - 74187, NORMAL - 74319"
TOTK_FY2024_Q4,"9 - 76134, CASBNS - 76134, NORMAL - 76134"
TOTM_FY2022_Q1,"9 - 59512, NORMAL - 59512"
TOTM_FY2022_Q2,"9 - 60539, CASBNS - 60622, NORMAL - 60539"
TOTM_FY2022_Q3,"9 - 61675, CASBNS - 61675, NORMAL - 61675"
TOTM_FY2022_Q4,"9 - 62953, CASBNS - 63192, NORMAL - 62953"
TOTM_FY2023_Q1,"9 - 64294, CASBNS - 65597, NORMAL - 64294"
TOTM_FY2023_Q4,"9 - 68203, CASBNS - 68354, NORMAL - 68203"
TOTM_FY2024_Q1,"9 - 70183, NORMAL - 70183"
TOTM_FY2024_Q2,"9 - 72316, CASBNS - 72316, NORMAL - 72316"
TOTM_FY2024_Q3,"9 - 74188, CASBNS - 74188, NORMAL - 74320"
TOTM_FY2024_Q4,"9 - 76135, CASBNS - 76135, NORMAL - 76135"
VERJ_FY2024_Q4,"9 - 76136, CASBNS - 76538, NORMAL - 76136"
VERR_FY2022_Q3,"9 - 61817, NORMAL - 61817"
VERR_FY2022_Q4,"9 - 62956, NORMAL - 62956, PH - 63151, SL - 63346"
VERR_FY2023_Q1,"9 - 64296, MEAL4 - 64598, NORMAL - 64296, PH - 65124"
VERR_FY2023_Q2,"9 - 65682, AL - 66924, LOADING - 66924, MEAL4 - 66707, NORMAL - 65682, PH - 65758"
VERR_FY2023_Q3,"9 - 67016, AL - 67016, LOADING - 67016, NORMAL - 67028, PH - 67016"
VERR_FY2023_Q4,"9 - 68238, MEAL4 - 68900, NORMAL - 68238, PH - 68355"
VERR_FY2024_Q1,"9 - 70184, MEAL4 - 70184, NORMAL - 70184, PH - 71583"
VERR_FY2024_Q2,"9 - 72317, AL - 74018, LOADING - 74018, NORMAL - 72317, PH - 72317, SL - 72858"
VERR_FY2024_Q3,"9 - 74189, AL - 74189, LOADING - 74189, NORMAL - 74526, PH - 74189, SL - 76024"
VERR_FY2024_Q4,"9 - 76137, MEAL4 - 76237, NORMAL - 76137, PH - 76137"
WALJ_FY2023_Q1,"9 - 64727, NORMAL - 64727"
WALJ_FY2023_Q3,"9 - 67018, AL - 67830, CASBNS - 67018, LOADING - 67830, NORMAL - 67090, PH - 67252, SL - 67930"
WALJ_FY2023_Q4,"9 - 68206, AL - 68811, LOADING - 68811, NORMAL - 68206, PH - 68357, SL - 69047"
WALJ_FY2024_Q1,"9 - 70186, AL - 72147, LOADING - 72147, NORMAL - 70186, PH - 71585, SL - 70821"
WALJ_FY2024_Q2,"9 - 72319, AL - 74020, LOADING - 74020, NORMAL - 72319, PH - 72319, SL - 72402"
WALJ_FY2024_Q3,"9 - 74191, AL - 74191, CASBNS - 74686, LOADING - 74191, NORMAL - 74323, PH - 74191, SL - 75383"
WALJ_FY2024_Q4,"9 - 76139, AL - 76239, LOADING - 76239, NORMAL - 76139, PH - 76139"
WALS_FY2024_Q3,"9 - 74817, NORMAL - 74817"
WALS_FY2024_Q4,"9 - 76140, NORMAL - 76140, PH - 76542"
WATR_FY2024_Q3,"9 - 75072, NORMAL - 75072, PH - 76028, SL - 75858"
WATR_FY2024_Q4,"9 - 76141, AL - 76455, LOADING - 76455, NORMAL - 76141, PH - 76141"
WILR_FY2022_Q1,"9 - 59528, NORMAL - 59528, PH - 60067"
WILR_FY2022_Q2,"9 - 60565, NORMAL - 60565, PH - 60582"
WILR_FY2022_Q3,"9 - 61619, HRSBNS - 61619, NORMAL - 61619, PH - 61619"
WILR_FY2022_Q4,"9 - 62980, NORMAL - 62980, PH - 63131, SL - 64126"
WILR_FY2023_Q1,"9 - 64321, NORMAL - 64321, PH - 65106"
WILR_FY2023_Q2,"9 - 65705, HRSBNS - 66865, NORMAL - 65705, PH - 65737"
WILR_FY2023_Q3,"9 - 66959, NORMAL - 66959, PH - 66959"
WILR_FY2023_Q4,"9 - 68261, NORMAL - 68261, PH - 68361"
WILR_FY2024_Q1,"9 - 70257, NORMAL - 70257, PH - 71589"
WILR_FY2024_Q2,"9 - 72323, AL - 74056, HRSBNS - 74056, LOADING - 74056, NORMAL - 72323, PH - 72323"
WILR_FY2024_Q3,"9 - 74229, AL - 74229, LOADING - 74229, NORMAL - 74369, PH - 74229"
WILR_FY2024_Q4,"9 - 76142, NORMAL - 76142, PH - 76142"
WOOL_FY2024_Q1,"9 - 70258, NORMAL - 70258, PH - 71590"
WOOL_FY2024_Q2,"9 - 72324, AL - 72539, LOADING - 72539, NORMAL - 72324, PH - 72324, SL - 73374"
WOOL_FY2024_Q3,"9 - 74231, AL - 74231, LOADING - 74231, NORMAL - 74370, PH - 74231, SL - 74530"
WOOL_FY2024_Q4,"9 - 76143, AL - 76244, LOADING - 76244, NORMAL - 76143, PH - 76143, SL - 76859"
WOOP_FY2023_Q4,"9 - 68581, NORMAL - 68581, PH - 68640"
WOOP_FY2024_Q1,"9 - 70259, AL - 71213, LOADING - 71213, NORMAL - 70259, PH - 71591"
WOOP_FY2024_Q2,"9 - 72325, AL - 74057, LOADING - 74057, NORMAL - 72325, PH - 72325, SL - 72435"
WOOP_FY2024_Q3,"9 - 74230, NORMAL - 74230, PH - 74230"
WOOP_FY2024_Q4,"9 - 76144, NORMAL - 76144, PH - 76144, SL - 76372"
WRIL_FY2024_Q3,"9 - 75563, NORMAL - 75563"
WRIL_FY2024_Q4,"9 - 76145, NORMAL - 76145"
YOUJ_FY2024_Q3,"9 - 74194, CASBNS - 74194, NORMAL - 74326, PH - 76033"
YOUJ_FY2024_Q4,"9 - 76146, MEAL4 - 76242, NORMAL - 76146, PH - 76146, SL - 76242"
ZEIM_FY2022_Q4,"9 - 64098, NORMAL - 64098"
ZISG_FY2022_Q2,"9 - 9952, AL - 9952, LOAD - 9952, NORMAL - 9952, PH - 9952, SL - 9952"
ZISG_FY2022_Q3,"9 - 9968, BONUS - 9968, NORMAL - 9968, PH - 9968"
ZISG_FY2022_Q4,"9 - 9983, AL - 9988, LOAD - 9988, NORMAL - 9983, PH - 9988"
ZISG_FY2023_Q1,"9 - 10001, AL - 10011, LOAD - 10011, NORMAL - 10001, PH - 10010"
ZISG_FY2024_Q2,"9 - 10063, AL - 10063, LOAD - 10063, NORMAL - 10063, PH - 10063"
ZISG_FY2024_Q3,"9 - 10078, AL - 10078, BACK - 10090, BONUS - 10078, LOAD - 10078, NORMAL - 10078, PH - 10078"
ZISG_FY2024_Q4,"9 - 10098, NORMAL - 10098, PH - 10098"
ZYSL_FY2022_Q3,"9 - 62387, NORMAL - 62387"
ZYSL_FY2023_Q2,"9 - 65689, AL - 65707, LOADING - 65707, NORMAL - 65689, PH - 65707, SL - 65689"
ZYSL_FY2023_Q3,"9 - 67021, AL - 67021, LOADING - 67021, NORMAL - 67094, PH - 67021"
ZYSL_FY2023_Q4,"9 - 68210, AL - 68210, BEREAVE - 69429, LOADING - 68210, NORMAL - 68210, PH - 68362, SL - 68815"
ZYSL_FY2024_Q1,"9 - 70190, AL - 70825, LOAD - 72151, LOADING - 70825, NORMAL - 70190, PH - 71593, SL - 70825"
ZYSL_FY2024_Q2,"9 - 72326, AL - 73534, LOADING - 73534, NORMAL - 72326, PH - 72326, SL - 72406"
ZYSL_FY2024_Q3,"9 - 74195, AL - 74195, CASBNS - 74693, LOADING - 74195, NORMAL - 74327, PH - 74195"
ZYSL_FY2024_Q4,"9 - 76147, CASBNS - 76147, NORMAL - 76147"
