FY&Q,Discrepancy 1 - SW Comment,Discrepancy 2 - SW Comment,Discrepancy 3 - SW Comment,Comment 1 - Count,Comment 2 - Count,Comment 3 - Count,Total Comments,No Payment Under Client Mapping - Comment Count,SW Mapping Didn't Classify Line - Comment Count,Additional Hours: LEAVE LOADING 17.5% - Under Payment Count - Discrep 1,Vehicle Allowance as OTE - Under Payment Count - Discrep 1,MV ALLOWANCE GC as OTE - Under Payment Count - Discrep 1,Leave Loading - Under Payment Count - Discrep 1,LEAVE LOADING 17.5% - Under Payment Count - Discrep 1,Ordinary - Under Payment Count - Discrep 1,ANNUAL LEAVE LOADING - Under Payment Count - Discrep 1,Staff Training Day - Under Payment Count - Discrep 1,Additional Hours: LEAVE LOADING 17.5% - Over Payment Count - Discrep 1,Vehicle Allowance as OTE - Over Payment Count - Discrep 1,MV ALLOWANCE GC as OTE - Over Payment Count - Discrep 1,Leave Loading - Over Payment Count - Discrep 1,LEAVE LOADING 17.5% - Over Payment Count - Discrep 1,Ordinary - Over Payment Count - Discrep 1,ANNUAL LEAVE LOADING - Over Payment Count - Discrep 1,Staff Training Day - Over Payment Count - Discrep 1,Under Payment Count - Discrep 2,Over Payment Count - Discrep 2,No Super Count - Discrep 2,Client Mapping No Pay Count - Discrep 2,Refer to Discrepancy 1 Count - Discrep 3,Mapping and Payroll issue Count - Discrep 3,Refer to Discrepancy 2 Count - Discrep 3,Comment 3 - in Depth,Under Payment Count - Discrep 3 in Depth,Over Payment Count - Discrep 3 in Depth,No Super Count - Discrep 3 in Depth,Client Mapping No Pay Count - Discrep 3 in Depth
2024_Q1,No payment under Client Mapping 70979_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 70240 | No Super was paid under pay run number: 70979 | No Super was paid under pay run number: 71163 | No Super was paid under pay run number: 71489,Mapping and Payroll issue with pay run: 70240 refer to Discrepancy 1 and 2 for more details,1,4,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,Mapping and Payroll issue with pay run: 70240 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q1,No payment under Client Mapping 70196_N Description: Additional Hours       | No payment under Client Mapping 71756_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 70196 | No Super was paid under pay run number: 70746 | No Super was paid under pay run number: 71488 | No Super was paid under pay run number: 71598 | No Super was paid under pay run number: 71756,Mapping and Payroll issue with pay run: 70196 refer to Discrepancy 1 and 2 for more details,2,5,1,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,Mapping and Payroll issue with pay run: 70196 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q1,No Discrepancy / Immaterial,Overpayment under pay run number: 70256 | No Super was paid under pay run number: 71574,Refer to Discrepancy 2 - Client Map Expected / Payroll Paid for more details. Pay run: 70256,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Overpayment under pay run number: 70256 | No Super was paid under pay run number: 71574,0,1,1,0
2024_Q1,No Discrepancy / Immaterial,Overpayment under pay run number: 70171 | No Super was paid under pay run number: 70320 | No Super was paid under pay run number: 71567 | No Super was paid under pay run number: 71658,Refer to Discrepancy 2 - Client Map Expected / Payroll Paid for more details. Pay run: 70171,1,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,Overpayment under pay run number: 70171 | No Super was paid under pay run number: 70320 | No Super was paid under pay run number: 71567 | No Super was paid under pay run number: 71658,0,1,1,0
2024_Q1,No payment under Client Mapping 70120_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 70120_N Description: Additional Hours,0,0,0,1
2024_Q1,No payment under Client Mapping 70391_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 70243 | No Super was paid under pay run number: 70391 | No Super was paid under pay run number: 70555 | No Super was paid under pay run number: 71495 | No Super was paid under pay run number: 71829,Mapping and Payroll issue with pay run: 70243 refer to Discrepancy 1 and 2 for more details,1,5,1,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,Mapping and Payroll issue with pay run: 70243 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q1,"Overpayment, SW Mapping didn't classify 70194_A Description: Vehicle Allowance as OTE   | No payment under Client Mapping 70556_A Description: ANNUAL LEAVE LOADING",Overpayment under pay run number: 70194 | No Super was paid under pay run number: 70397 | No Super was paid under pay run number: 70556 | No Super was paid under pay run number: 71354 | No Super was paid under pay run number: 71496,Mapping and Payroll issue with pay run: 70194 refer to Discrepancy 1 and 2 for more details,2,5,1,8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,Mapping and Payroll issue with pay run: 70194 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q1,No payment under Client Mapping 70185_N Description: Additional Hours,Underpayment within pay run number: 70185,Mapping and Payroll issue with pay run: 70185 refer to Discrepancy 1 and 2 for more details,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Mapping and Payroll issue with pay run: 70185 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q1,"Overpayment, SW Mapping didn't classify 10053_A Description: MV ALLOWANCE GC as OTE     | No payment under Client Mapping 10057_A Description: Leave Loading",No Discrepancy / Immaterial,Refer to Discrepancy 1,2,1,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"Overpayment, SW Mapping didn't classify 10053_A Description: MV ALLOWANCE GC as OTE     | No payment under Client Mapping 10057_A Description: Leave Loading",0,1,0,1
2024_Q1,No payment under Client Mapping 70195_A Description: ANNUAL LEAVE LOADING         | No payment under Client Mapping 75939_N Description: Additional Hours     | No payment under Client Mapping 75939_N Description: Additional Hours     | No payment under Client Mapping 75939_N Description: Additional Hours      No payment under Client Mapping 75939_N Description: Additional Hours,Underpayment within pay run number: 70195 | No Super was paid under pay run number: 70565 | No Super was paid under pay run number: 71089 | No Super was paid under pay run number: 71502 | No Super was paid under pay run number: 75939,Mapping and Payroll issue with pay run: 70195 refer to Discrepancy 1 and 2 for more details,4,5,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,Mapping and Payroll issue with pay run: 70195 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q1,No payment under Client Mapping 70119_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 70119_N Description: Additional Hours,0,0,0,1
2024_Q1,"Overpayment, SW Mapping didn't classify 77538_A Description: Vehicle Allowance as OTE    No payment under Client Mapping 77538_A Description: ANNUAL LEAVE LOADING | Overpayment, SW Mapping didn't classify 77538_A Description: Vehicle Allowance as OTE    Overpayment, SW Mapping didn't classify 77538_A Description: Vehicle Allowance as OTE    Overpayment, SW Mapping didn't classify 77538_A Description: Vehicle Allowance as OTE",Overpayment under pay run number: 70130 | No Super was paid under pay run number: 70410 | No Super was paid under pay run number: 70574 | No Super was paid under pay run number: 70764 | No Super was paid under pay run number: 70893 | No Super was paid under pay run number: 71101 | No Super was paid under pay run number: 71235 | No Super was paid under pay run number: 71369 | No Super was paid under pay run number: 71515 | No Super was paid under pay run number: 71616 | No Super was paid under pay run number: 71771 | No Super was paid under pay run number: 77538,Mapping and Payroll issue with pay run: 70130 refer to Discrepancy 1 and 2 for more details,2,12,1,15,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,1,0,Mapping and Payroll issue with pay run: 70130 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q1,No payment under Client Mapping 71966_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 70245 | No Super was paid under pay run number: 70268 | No Super was paid under pay run number: 71500 | No Super was paid under pay run number: 71680 | No Super was paid under pay run number: 71966,Mapping and Payroll issue with pay run: 70245 refer to Discrepancy 1 and 2 for more details,1,5,1,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,Mapping and Payroll issue with pay run: 70245 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q1,"No payment under Client Mapping 73215_A Description: ANNUAL LEAVE LOADING             | Overpayment, SW Mapping didn't classify 73215_O Description: Backpay as OTE   | No payment under Client Mapping 73215_A Description: ANNUAL LEAVE LOADING          No payment under Client Mapping 73215_N Description: Staff Training Day     | No payment under Client Mapping 73215_A Description: ANNUAL LEAVE LOADING                 | No payment under Client Mapping 73215_A Description: ANNUAL LEAVE LOADING",Overpayment under pay run number: 73215,Mapping and Payroll issue with pay run: 73215 refer to Discrepancy 1 and 2 for more details,5,1,1,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Mapping and Payroll issue with pay run: 73215 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q1,No payment under Client Mapping 77521_N Description: Additional Hours,Overpayment under pay run number: 77521,Mapping and Payroll issue with pay run: 77521 refer to Discrepancy 1 and 2 for more details,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Mapping and Payroll issue with pay run: 77521 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q1,No Discrepancy / Immaterial,Overpayment under pay run number: 70166 | No Super was paid under pay run number: 70802 | No Super was paid under pay run number: 70929 | No Super was paid under pay run number: 71562 | No Super was paid under pay run number: 71653,Refer to Discrepancy 2 - Client Map Expected / Payroll Paid for more details. Pay run: 70166,1,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,Overpayment under pay run number: 70166 | No Super was paid under pay run number: 70802 | No Super was paid under pay run number: 70929 | No Super was paid under pay run number: 71562 | No Super was paid under pay run number: 71653,0,1,1,0
2024_Q1,No Discrepancy / Immaterial,Overpayment under pay run number: 70167 | No Super was paid under pay run number: 70447 | No Super was paid under pay run number: 70611 | No Super was paid under pay run number: 70803 | No Super was paid under pay run number: 70930 | No Super was paid under pay run number: 71141 | No Super was paid under pay run number: 71273 | No Super was paid under pay run number: 71408 | No Super was paid under pay run number: 71563 | No Super was paid under pay run number: 71654 | No Super was paid under pay run number: 71807,Refer to Discrepancy 2 - Client Map Expected / Payroll Paid for more details. Pay run: 70167,1,11,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,Overpayment under pay run number: 70167 | No Super was paid under pay run number: 70447 | No Super was paid under pay run number: 70611 | No Super was paid under pay run number: 70803 | No Super was paid under pay run number: 70930 | No Super was paid under pay run number: 71141 | No Super was paid under pay run number: 71273 | No Super was paid under pay run number: 71408 | No Super was paid under pay run number: 71563 | No Super was paid under pay run number: 71654 | No Super was paid under pay run number: 71807,0,1,1,0
2024_Q1,No payment under Client Mapping 77643_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 77643_N Description: Additional Hours,0,0,0,1
2024_Q1,No payment under Client Mapping 77520_A Description: ANNUAL LEAVE LOADING        No payment under Client Mapping 77520_N Description: Staff Training Day        No payment under Client Mapping 77520_N Description: Staff Training Day,Overpayment under pay run number: 77520,Mapping and Payroll issue with pay run: 77520 refer to Discrepancy 1 and 2 for more details,1,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Mapping and Payroll issue with pay run: 77520 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q1,"Overpayment, SW Mapping didn't classify 70244_A Description: Vehicle Allowance as OTE",Overpayment under pay run number: 70244 | No Super was paid under pay run number: 71497,Mapping and Payroll issue with pay run: 70244 refer to Discrepancy 1 and 2 for more details,1,2,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,Mapping and Payroll issue with pay run: 70244 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q1,No payment under Client Mapping 10051_A Description: Leave Loading,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 10051_A Description: Leave Loading,0,0,0,1
2024_Q1,No payment under Client Mapping 70169_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 70169_N Description: Additional Hours,0,0,0,1
2024_Q1,No Discrepancy / Immaterial,Overpayment under pay run number: 70170 | No Super was paid under pay run number: 70319 | No Super was paid under pay run number: 70450 | No Super was paid under pay run number: 70614 | No Super was paid under pay run number: 70805 | No Super was paid under pay run number: 70933 | No Super was paid under pay run number: 71144 | No Super was paid under pay run number: 71276 | No Super was paid under pay run number: 71410 | No Super was paid under pay run number: 71566 | No Super was paid under pay run number: 71657 | No Super was paid under pay run number: 71810,Refer to Discrepancy 2 - Client Map Expected / Payroll Paid for more details. Pay run: 70170,1,12,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,Overpayment under pay run number: 70170 | No Super was paid under pay run number: 70319 | No Super was paid under pay run number: 70450 | No Super was paid under pay run number: 70614 | No Super was paid under pay run number: 70805 | No Super was paid under pay run number: 70933 | No Super was paid under pay run number: 71144 | No Super was paid under pay run number: 71276 | No Super was paid under pay run number: 71410 | No Super was paid under pay run number: 71566 | No Super was paid under pay run number: 71657 | No Super was paid under pay run number: 71810,0,1,1,0
2024_Q1,No payment under Client Mapping 77563_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 70155 | No Super was paid under pay run number: 70435 | No Super was paid under pay run number: 70599 | No Super was paid under pay run number: 70789 | No Super was paid under pay run number: 70919 | No Super was paid under pay run number: 71129 | No Super was paid under pay run number: 71262 | No Super was paid under pay run number: 71396 | No Super was paid under pay run number: 71546 | No Super was paid under pay run number: 71642 | No Super was paid under pay run number: 71796 | No Super was paid under pay run number: 77563,Mapping and Payroll issue with pay run: 70155 refer to Discrepancy 1 and 2 for more details,1,12,1,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,Mapping and Payroll issue with pay run: 70155 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q1,No payment under Client Mapping 70191_A Description: ANNUAL LEAVE LOADING,Client Mapping didn't make payment under pay run number: 70191 | No Super was paid under pay run number: 70386 | No Super was paid under pay run number: 70980 | No Super was paid under pay run number: 71575 | No Super was paid under pay run number: 71677 | No Super was paid under pay run number: 72137,Mapping and Payroll issue with pay run: 70191 refer to Discrepancy 1 and 2 for more details,1,6,1,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,Mapping and Payroll issue with pay run: 70191 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q1,No payment under Client Mapping 70111_N Description: Additional Hours,Overpayment under pay run number: 70111 | No Super was paid under pay run number: 71349 | No Super was paid under pay run number: 71485,Mapping and Payroll issue with pay run: 70111 refer to Discrepancy 1 and 2 for more details,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,Mapping and Payroll issue with pay run: 70111 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q1,No payment under Client Mapping 71965_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 70193 | No Super was paid under pay run number: 71107 | No Super was paid under pay run number: 71216 | No Super was paid under pay run number: 71524 | No Super was paid under pay run number: 71965,Mapping and Payroll issue with pay run: 70193 refer to Discrepancy 1 and 2 for more details,1,5,1,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,Mapping and Payroll issue with pay run: 70193 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q1,No payment under Client Mapping 70292_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 70142 | No Super was paid under pay run number: 70292 | No Super was paid under pay run number: 70422 | No Super was paid under pay run number: 70905 | No Super was paid under pay run number: 71114 | No Super was paid under pay run number: 71246 | No Super was paid under pay run number: 71380 | No Super was paid under pay run number: 71530 | No Super was paid under pay run number: 71626,Mapping and Payroll issue with pay run: 70142 refer to Discrepancy 1 and 2 for more details,1,9,1,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,Mapping and Payroll issue with pay run: 70142 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q1,No payment under Client Mapping 70134_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 70134_N Description: Additional Hours,0,0,0,1
2024_Q1,No payment under Client Mapping 77558_N Description: Additional Hours     | No payment under Client Mapping 77558_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 77558_N Description: Additional Hours     | No payment under Client Mapping 77558_N Description: Additional Hours,0,0,0,2
2024_Q1,No payment under Client Mapping 70136_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 70136_N Description: Additional Hours,0,0,0,1
2024_Q1,No payment under Client Mapping 70149_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 70149_N Description: Additional Hours,0,0,0,1
2024_Q1,No payment under Client Mapping 70135_N Description: Additional Hours,No Super was paid under pay run number: 70285 | No Super was paid under pay run number: 71106 | No Super was paid under pay run number: 71523,Mapping and Payroll issue with pay run: 70135 refer to Discrepancy 1 and 2 for more details,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,Mapping and Payroll issue with pay run: 70135 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q1,No payment under Client Mapping 70430_A Description: ANNUAL LEAVE LOADING      No payment under Client Mapping 77555_N Description: Additional Hours   | No payment under Client Mapping 77555_N Description: Additional Hours,Overpayment under pay run number: 70150 | No Super was paid under pay run number: 70300 | No Super was paid under pay run number: 70430 | No Super was paid under pay run number: 70913 | No Super was paid under pay run number: 71122 | No Super was paid under pay run number: 71539 | No Super was paid under pay run number: 71789 | No Super was paid under pay run number: 72111 | No Super was paid under pay run number: 77555,Mapping and Payroll issue with pay run: 70150 refer to Discrepancy 1 and 2 for more details,2,9,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,Mapping and Payroll issue with pay run: 70150 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q1,No Discrepancy / Immaterial,Overpayment under pay run number: 70248 | No Super was paid under pay run number: 71517 | No Super was paid under pay run number: 72096 | No Super was paid under pay run number: 77539,Mapping and Payroll issue with pay run: 70248 refer to Discrepancy 1 and 2 for more details,1,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,Mapping and Payroll issue with pay run: 70248 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q1,No payment under Client Mapping 77551_N Description: Additional Hours      No payment under Client Mapping 77551_N Description: Additional Hours      No payment under Client Mapping 77551_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 77551_N Description: Additional Hours      No payment under Client Mapping 77551_N Description: Additional Hours      No payment under Client Mapping 77551_N Description: Additional Hours,0,0,0,3
2024_Q1,No payment under Client Mapping 70145_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 70145_N Description: Additional Hours,0,0,0,1
2024_Q1,No payment under Client Mapping 70141_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 70141_N Description: Additional Hours,0,0,0,1
2024_Q1,No payment under Client Mapping 70183_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 70183_N Description: Additional Hours,0,0,0,1
2024_Q1,No payment under Client Mapping 70132_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 70132_N Description: Additional Hours,0,0,0,1
2024_Q1,No payment under Client Mapping 70112_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 70112_N Description: Additional Hours,0,0,0,1
2024_Q1,No payment under Client Mapping 71666_N Description: Additional Hours,Overpayment under pay run number: 70180 | No Super was paid under pay run number: 71666 | No Super was paid under pay run number: 77157,Mapping and Payroll issue with pay run: 70180 refer to Discrepancy 1 and 2 for more details,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,Mapping and Payroll issue with pay run: 70180 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q1,No payment under Client Mapping 70297_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 70147 | No Super was paid under pay run number: 70297 | No Super was paid under pay run number: 70591 | No Super was paid under pay run number: 70910 | No Super was paid under pay run number: 71119 | No Super was paid under pay run number: 71252 | No Super was paid under pay run number: 71386 | No Super was paid under pay run number: 71536 | No Super was paid under pay run number: 71632,Mapping and Payroll issue with pay run: 70147 refer to Discrepancy 1 and 2 for more details,1,9,1,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,Mapping and Payroll issue with pay run: 70147 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q1,No payment under Client Mapping 70582_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 70138 | No Super was paid under pay run number: 70582 | No Super was paid under pay run number: 70772 | No Super was paid under pay run number: 70901 | No Super was paid under pay run number: 71162,Mapping and Payroll issue with pay run: 70138 refer to Discrepancy 1 and 2 for more details,1,5,1,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,Mapping and Payroll issue with pay run: 70138 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2024_Q1,No payment under Client Mapping 70133_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 70133_N Description: Additional Hours,0,0,0,1
2024_Q1,No Discrepancy / Immaterial,Overpayment under pay run number: 71335 | No Super was paid under pay run number: 71595,Refer to Discrepancy 2 - Client Map Expected / Payroll Paid for more details. Pay run: 71335,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Overpayment under pay run number: 71335 | No Super was paid under pay run number: 71595,0,1,1,0
2024_Q1,No payment under Client Mapping 76190_N Description: Additional Hours       | No payment under Client Mapping 76190_N Description: Additional Hours       | No payment under Client Mapping 76190_N Description: Additional Hours      No payment under Client Mapping 76190_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Refer to Discrepancy 1,3,1,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 76190_N Description: Additional Hours       | No payment under Client Mapping 76190_N Description: Additional Hours       | No payment under Client Mapping 76190_N Description: Additional Hours      No payment under Client Mapping 76190_A Description: ANNUAL LEAVE LOADING,0,0,0,4
2024_Q1,No Discrepancy / Immaterial,Overpayment under pay run number: 70140 | No Super was paid under pay run number: 70420 | No Super was paid under pay run number: 70584 | No Super was paid under pay run number: 70774 | No Super was paid under pay run number: 70903 | No Super was paid under pay run number: 71112 | No Super was paid under pay run number: 71244 | No Super was paid under pay run number: 71378 | No Super was paid under pay run number: 71528 | No Super was paid under pay run number: 71625 | No Super was paid under pay run number: 71780,Refer to Discrepancy 2 - Client Map Expected / Payroll Paid for more details. Pay run: 70140,1,11,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,Overpayment under pay run number: 70140 | No Super was paid under pay run number: 70420 | No Super was paid under pay run number: 70584 | No Super was paid under pay run number: 70774 | No Super was paid under pay run number: 70903 | No Super was paid under pay run number: 71112 | No Super was paid under pay run number: 71244 | No Super was paid under pay run number: 71378 | No Super was paid under pay run number: 71528 | No Super was paid under pay run number: 71625 | No Super was paid under pay run number: 71780,0,1,1,0
2024_Q1,No Discrepancy / Immaterial,Overpayment under pay run number: 70139 | No Super was paid under pay run number: 70419 | No Super was paid under pay run number: 70583 | No Super was paid under pay run number: 70773 | No Super was paid under pay run number: 70902 | No Super was paid under pay run number: 71111 | No Super was paid under pay run number: 71243 | No Super was paid under pay run number: 71377 | No Super was paid under pay run number: 71527 | No Super was paid under pay run number: 71624 | No Super was paid under pay run number: 71779,Refer to Discrepancy 2 - Client Map Expected / Payroll Paid for more details. Pay run: 70139,1,11,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,Overpayment under pay run number: 70139 | No Super was paid under pay run number: 70419 | No Super was paid under pay run number: 70583 | No Super was paid under pay run number: 70773 | No Super was paid under pay run number: 70902 | No Super was paid under pay run number: 71111 | No Super was paid under pay run number: 71243 | No Super was paid under pay run number: 71377 | No Super was paid under pay run number: 71527 | No Super was paid under pay run number: 71624 | No Super was paid under pay run number: 71779,0,1,1,0
2024_Q1,No payment under Client Mapping 70182_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 70182_N Description: Additional Hours,0,0,0,1
2024_Q1,No payment under Client Mapping 70137_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 70137_N Description: Additional Hours,0,0,0,1
